date_time v002 v003 v004 v005 v012 v016 v017 v018 v019 v020 v021 v022 v029 v030 v035 v036 v037 v038 v044 v047 v048 v051 v052 v053 v061 v062 v063 v064 v070 v073 v074 v081 v082 v083 v084 v085 v086 v087 v088 v089 v090 v091 
196992416265710 199.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.1 750 80.1 80 82 80 63.9 
196992416265720 200.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 82 80 63.9 
196992416265730 200.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 82 80 63.9 
196992416265740 200.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.3 0 0 0 0 0 0 0 0 0 0 0 749.1 750 80.1 80 81.9 80 63.9 
196992416265750 200.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.3 0 0 0 0 0 0 0 0 0 0 0 749.1 750 80.1 80 81.9 80 63.9 
196992416265760 200.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.3 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 81.9 80 63.9 
196992416265770 199.7 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.9 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 81.9 80 63.9 
196992416265780 199.7 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.9 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 81.9 80 63.9 
196992416265790 199.7 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.9 0 0 0 0 0 0 0 0 0 0 0 749.1 750 80.1 80 81.9 80 63.9 
196992416265800 199.7 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.9 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 81.9 80 63.9 
196992416265810 199.7 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.3 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 81.9 80 63.9 
196992416265820 199.3 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.9 0 0 0 0 0 0 0 0 0 0 0 750 750 80.1 80 81.9 80 63.9 
196992416265830 199.3 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 743.7 0 0 0 0 0 0 0 0 0 0 0 745.7 0 80.1 80 81.9 80 63.9 
196992416265840 199.3 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 693 0 0 0 0 0 0 0 0 0 0 0 741.8 400 80.1 80 81.9 80 63.8 
196992416265850 199.3 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 571.4 0 0 0 0 0 0 0 0 0 0 0 468.8 400 80.1 80 81.9 80 63.8 
196992416265860 199.3 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 211.6 0 0 0 0 0 0 0 0 0 0 0 246.9 400 80.1 80 81.9 80 63.8 
196992416265870 179.9 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 202.5 0 0 0 0 0 0 0 0 0 0 0 235.2 400 80.1 80 81.9 80 63.8 
196992416265880 179.9 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 197.7 0 0 0 0 0 0 0 0 0 0 0 237.4 400 80.1 80 81.9 80 63.8 
196992416265890 179.9 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 198.6 0 0 0 0 0 0 0 0 0 0 0 239.1 400 80.1 80 81.9 80 63.8 
196992416265900 179.9 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 204.2 0 0 0 0 0 0 0 0 0 0 0 228.7 400 80.1 80 81.9 80 63.8 
196992416265910 179.9 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 413.9 0 0 0 0 0 0 0 0 0 0 0 389.5 400 80.1 80 81.9 80 63.8 
196992416265920 115.7 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 407.4 0 0 0 0 0 0 0 0 0 0 0 401.6 400 80.1 80 81.9 80 63.8 
196992416265930 115.7 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 403.4 0 0 0 0 0 0 0 0 0 0 0 399.5 400 80.1 80 81.9 80 63.8 
196992416265940 115.7 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 401.1 0 0 0 0 0 0 0 0 0 0 0 399.5 400 80.1 80 81.9 80 64 
196992416265950 115.7 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400.6 0 0 0 0 0 0 0 0 0 0 0 399.5 400 80.1 80 81.9 80 64 
196992416265960 115.7 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 0 0 0 0 0 0 0 0 0 0 0 399.9 400 80.1 80 81.9 80 64 
196992416265970 63.1 59.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 0 0 0 0 0 0 0 0 0 0 0 399.5 400 80.1 80 81.8 80 64 
