date_time v002 v003 v004 v005 v012 v016 v017 v018 v019 v020 v021 v022 v029 v030 v035 v036 v037 v038 v044 v047 v048 v051 v052 v053 v061 v062 v063 v064 v070 v073 v074 v081 v082 v083 v084 v085 v086 v087 v088 v089 v090 v091 
196992416255670 99.6 100 1495 1500 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 125.2 125 124.7 0 0 0 0 0 0 0 0 0 124.8 125 124.6 125 80.5 80 81.8 80 64.1 
196992416255680 99.6 100 1495 1500 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124.8 125 124.5 0 0 0 0 0 0 0 0 0 124.4 125 124.6 125 80.5 80 81.8 80 64.1 
196992416255690 99.6 100 1500 1500 0 9 0 0 0 0 0 0 0 2.5 0 0 0 0 0 0 0 124.4 230 124.5 0.3 8.5 0 0 0 0 0 0 0 124.4 770 124.6 0 80.5 80 81.8 80 64.1 
196992416255700 99.6 100 1498 1500 0 9 0 0 0 0 0 0 0 2.5 0 0 0 0 0 0 0 124.8 230 127.5 0.2 8.5 0 0 0 0 0 0 0 124.8 770 128.4 0 80.5 80 81.8 80 64.1 
196992416255710 99.6 100 1496 1500 0 10 0 0 0 0 0 0 0 2.5 0 0 0 0 0 0 0 124.8 230 128.2 0.2 8.5 0 0 0 0 0 0 0 124.8 770 125 0 80.5 80 81.8 80 64.1 
196992416255720 99.1 100 1499 1500 0 13 0 0 0 0 0 0 0 2.5 0 0 0 0 0 0.6 184 158.7 230 94.3 2.5 8.5 0 0 0 0 0 32.2 616 336.7 770 85.7 0 80.5 80 81.8 80 64.1 
196992416255730 99.1 100 1496 1500 0 11 0 0 0 0 0 0 1.5 2.5 0 0 0 0 0 0.5 184 193.5 230 42.9 5.4 8.5 0 0 0 0 0 15.9 616 552.1 770 45.7 0 80.5 80 81.8 80 64.1 
196992416255740 99.1 100 1495 1500 0 11 0 0 0 0 0 0 2.4 2.5 0 0 0 0 0 0.4 184 229.2 230 0 8.4 8.5 0 0 0 0 0 7 616 770.3 770 0 0 80.5 80 81.9 80 64.4 
196992416255750 99.1 100 1496 1500 0 11 0 0 0 0 0 0 2.4 2.5 0 0 0 0 0 54.9 184 229.6 230 0 8.4 8.5 0 0 0 0 0 192.2 616 770.3 770 0 0 80.5 80 81.9 80 64.4 
196992416255760 99.1 100 1497 1500 0 11 0 0 0 0 0 0 2.4 2.5 0 0 0 0 0 118.9 184 229.6 230 0 8.4 8.5 0 0 0 0 0 403.8 616 770.3 770 0 0 80.5 80 81.9 80 64.4 
196992416255770 102.8 100 1498 1500 0 6 0 0 0 0 0 0 2.4 2.5 0 0 0 0 0 181.8 184 229.6 230 0 8.4 8.5 0 0 0 0 0 613 616 770.3 770 0 0 80.5 80 81.9 80 64.4 
196992416255780 102.8 100 1497 1500 0 7 0 0 0 0 0 0 2.4 2.5 0 0 0 0 0 182.9 184 229.6 230 0 8.4 8.5 0 0 0 0 0 618.8 616 769.8 770 0 0 80.5 80 81.9 80 64.4 
196992416255790 102.8 100 1497 1500 0 36 0 0 0 0 0 0 2.4 2.5 0 0 0 0 0 183.3 184 229.2 230 0 8.5 8.5 0 0 0 0 0 615.6 616 769.8 770 0 0 80.5 80 81.9 80 64.4 
196992416255800 102.8 100 1495 1500 0 6 0 0 0 0 0 0 2.4 2.5 0 0 0 0 0 183.5 184 229.6 230 0 8.5 8.5 0 0 0 0 0 615.9 616 770.3 770 0 0 80.5 80 81.9 80 64.4 
196992416255810 102.8 100 1496 1500 0 8 0 0 0 0 0 0 2.4 2.5 0 0 0 0 0 183.7 184 229.6 230 0 8.4 8.5 0 0 0 0 0 615.9 616 769.4 770 0 0 80.5 80 81.9 80 64.4 
196992416255820 114.9 100 1497 1500 0 10 0 0 0 0 0 0 2.4 2.5 0 0 0 0 0 183.8 184 229.6 230 0 8.5 8.5 0 0 0 0 0 615.9 616 770.7 770 0 0 80.5 80 81.9 80 64.4 
196992416255830 114.9 100 1496 1500 0 33 0 0 0 0 0 0 2.4 2.5 0 0 0 0 0 183.9 184 229.6 230 0 8.5 8.5 0 0 0 0 0 615.9 616 769.8 770 0 0 80.5 80 81.9 80 64.4 
196992416255840 114.9 100 1493 1500 0 38 0 0 0 0 0 0 2.5 2.5 0 0 0 0 0 183.9 184 229.6 230 0.2 8.5 8.5 0 0 0 0 0 615.9 616 770.3 770 0 0 80.5 80 81.9 80 64.3 
196992416255850 114.9 100 1496 1500 0 19 0 0 0 0 0 0 2.4 2.5 0 0 0 0 0 183.9 184 229.6 230 0.2 8.5 8.5 0 0 0 0 0 615.9 616 769.4 770 0 0 80.5 80 82 80 64.3 
196992416255860 114.9 100 1498 1500 0 22 0 0 0 0 0 0 2.4 2.5 0 0 0 0 0 183.9 184 229.6 230 0 8.5 8.5 0 0 0 0 0 615.9 616 769.4 770 0 0 80.5 80 82 80 64.3 
