date_time v002 v003 v004 v005 v012 v016 v017 v018 v019 v020 v021 v022 v029 v030 v035 v036 v037 v038 v044 v047 v048 v051 v052 v053 v061 v062 v063 v064 v070 v073 v074 v081 v082 v083 v084 v085 v086 v087 v088 v089 v090 v091 
196992416265550 203.3 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.2 80 82.1 80 63.8 
196992416265560 203.3 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.1 750 80.2 80 82.1 80 63.8 
196992416265570 200.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.1 750 80.2 80 82.1 80 63.8 
196992416265580 200.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.2 80 82.1 80 63.8 
196992416265590 200.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.2 80 82.1 80 63.8 
196992416265600 200.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.2 80 82.1 80 63.8 
196992416265610 200.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.9 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.2 80 82.1 80 63.8 
196992416265620 196.3 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.2 80 82.1 80 63.8 
196992416265630 196.3 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 82 80 63.8 
196992416265640 196.3 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 82 80 63.9 
196992416265650 196.3 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.9 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 82 80 63.9 
196992416265660 196.3 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 82 80 63.9 
196992416265670 199.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.3 0 0 0 0 0 0 0 0 0 0 0 749.1 750 80.1 80 82 80 63.9 
196992416265680 199.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 750 750 80.1 80 82 80 63.9 
196992416265690 199.4 200 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 82 80 63.9 
196992416265700 199.4 200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 749.7 0 0 0 0 0 0 0 0 0 0 0 749.6 750 80.1 80 82 80 63.9 
