date_time v002 v003 v004 v005 v012 v016 v017 v018 v019 v020 v021 v022 v029 v030 v035 v036 v037 v038 v044 v047 v048 v051 v052 v053 v061 v062 v063 v064 v070 v073 v074 v081 v082 v083 v084 v085 v086 v087 v088 v089 v090 v091 
196992416255320 99.8 100 0 1500 25 0 0 0 0 0 0 278 0 0 0 0 0 0 0 0 0 124.4 125 124.7 0 0 0 0 0 0 0 0 0 124.8 125 124.6 125 80.4 80 81.1 80 64.2 
196992416255330 99.8 100 0 1500 25 0 0 0 0 0 0 278 0 0 0 0 0 0 0 0 0 124.8 125 124.5 0 0 0 0 0 0 0 0 0 124.8 125 124.6 125 80.4 80 81.1 80 64.2 
196992416255340 99.8 100 619 1500 25 0 117 0 0 0 0 42 0 0 0 0 0 0 0 0 0 125.2 125 124.7 0 0 0 0 0 0 0 0 0 124.8 125 124.6 125 80.4 80 81.1 80 64.3 
196992416255350 99.8 100 1303 1500 25 52 123 0 0 0 0 6 0 0 0 0 0 0 0 0 0 125.2 125 124.7 0 0 0 0 0 0 0 0 0 124.8 125 124.6 125 80.4 80 81.1 80 64.3 
196992416255360 99.8 100 1487 1500 25 45 103 0 0 0 0 17 0 0 0 0 0 0 0 0 0 125.2 125 124.7 0 0 0 0 0 0 0 0 0 124.8 125 124.2 125 80.4 80 81.1 80 64.3 
196992416255370 103.1 100 1494 1500 25 17 98 0 0 0 0 17 0 0 0 0 0 0 0 0 0 124.8 125 124.7 0 0 0 0 0 0 0 0 0 124.8 125 125 125 80.4 80 81.1 80 64.3 
196992416255380 103.1 100 1495 1500 25 13 22 0 0 0 0 47 0 0 0 0 0 0 0 0 0 124.8 125 125 0 0 0 0 0 0 0 0 0 124.4 125 125 125 80.4 80 81.1 80 64.3 
196992416255390 103.1 100 1496 1500 25 22 5 0 0 0 0 53 0 0 0 0 0 0 0 0 0 124.8 125 124.7 0 0 0 0 0 0 0 0 0 124.8 125 124.2 125 80.4 80 81.3 80 64.3 
196992416255400 103.1 100 1497 1500 25 81 0 0 0 0 0 63 0 0 0 0 0 0 0 0 0 124.4 125 124.7 0 0 0 0 0 0 0 0 0 124.8 125 124.2 125 80.4 80 81.3 80 64.3 
196992416255410 103.1 100 1497 1500 25 18 0 0 0 0 0 54 0 0 0 0 0 0 0 0 0 124.8 125 125.2 0 0 0 0 0 0 0 0 0 124.8 125 124.2 125 80.4 80 81.3 80 64.3 
196992416255420 96.2 100 1495 1500 25 11 0 0 0 0 0 56 0 0 0 0 0 0 0 0 0 124.4 125 124.5 0 0 0 0 0 0 0 0 0 125.2 125 124.6 125 80.4 80 81.3 80 64.3 
196992416255430 96.2 100 1496 1500 25 7 2 0 0 0 0 67 0 0 0 0 0 0 0 0 0 124.8 125 124.7 0 0 0 0 0 0 0 0 0 124.8 125 124.6 125 80.4 80 81.3 80 64.3 
196992416255440 96.2 100 1496 1500 25 8 0 0 0 0 0 69 0 0 0 0 0 0 0 0 0 124.8 125 125 0 0 0 0 0 0 0 0 0 124.8 125 124.6 125 80.4 80 81.3 80 64.1 
196992416255450 96.2 100 1496 1500 25 11 0 0 0 0 0 69 0 0 0 0 0 0 0 0 0 124.8 125 125 0 0 0 0 0 0 0 0 0 124.8 125 124.6 125 80.4 80 81.3 80 64.1 
196992416255460 96.2 100 1498 1500 25 7 0 0 0 0 0 69 0 0 0 0 0 0 0 0 0 124.8 125 124.7 0 0 0 0 0 0 0 0 0 124.8 125 124.6 125 80.4 80 81.3 80 64.1 
